Samples	plate	timepoint	genotypeID	chamber	microbiome	well	size.pixels	size.mm2	Fo	Fm	Fv	Fp	Fm_L1	Fm_L2	Fm_L3	Fm_L4	Fm_Lss	Fm_D1	Fm_D2	Fm_D3	Ft_L1	Ft_L2	Ft_L3	Ft_L4	Ft_Lss	Ft_D1	Ft_D2	Ft_D3	Fo_L1	Fo_L2	Fo_L3	Fo_L4	Fo_Lss	Fo_D1	Fo_D2	Fo_D3	Fv_L1	Fv_L2	Fv_L3	Fv_L4	Fv_Lss	Fv_D1	Fv_D2	Fv_D3	Fq_L1	Fq_L2	Fq_L3	Fq_L4	Fq_Lss	Fq_D1	Fq_D2	Fq_D3	QY_max	Fv/Fm_L1	Fv/Fm_L2	Fv/Fm_L3	Fv/Fm_L4	Fv/Fm_Lss	Fv/Fm_D1	Fv/Fm_D2	Fv/Fm_D3	QY_L1	QY_L2	QY_L3	QY_L4	QY_Lss	QY_D1	QY_D2	QY_D3	NPQ_L1	NPQ_L2	NPQ_L3	NPQ_L4	NPQ_Lss	NPQ_D1	NPQ_D2	NPQ_D3	qN_L1	qN_L2	qN_L3	qN_L4	qN_Lss	qN_D1	qN_D2	qN_D3	qP_L1	qP_L2	qP_L3	qP_L4	qP_Lss	qP_D1	qP_D2	qP_D3	qL_L1	qL_L2	qL_L3	qL_L4	qL_Lss	qL_D1	qL_D2	qL_D3	Rfd_L1	Rfd_L2	Rfd_L3	Rfd_L4	Rfd_Lss
P4B2.0C.0M	P13	initial	P4B2	0	0	11	474	72.64	64.72	158.38	93.66	153.83	94.73	79.3	73.21	65.46	63.61	107.01	109.97	116.8	99.68	81.85	78.62	71.88	64.45	63.74	63.5	64.74	50.77	45.98	43.87	40.96	40.23	54.1	54.85	56.5	43.95	33.32	29.35	24.5	23.38	52.91	55.12	60.3	-4.96	-2.55	-5.4	-6.42	-0.84	43.27	46.47	52.06	0.59	0.46	0.42	0.4	0.37	0.37	0.49	0.5	0.52	-0.05	-0.03	-0.07	-0.1	-0.01	0.4	0.42	0.45	0.67	1	1.16	1.42	1.49	0.48	0.44	0.36	0.59	0.7	0.74	0.79	0.8	0.49	0.47	0.41	-0.11	-0.08	-0.18	-0.26	-0.04	0.82	0.84	0.86	-0.22	-0.14	-0.33	-0.46	-0.06	0.96	0.98	0.99	0.54	0.88	0.96	1.14	1.39
P4B2.0C.0M	P13	week3	P4B2	0	0	11	344	52.72	81.56	194.11	112.55	166.04	68.18	53.48	48.55	46.4	41.67	94.63	130.02	139.65	70.54	52.26	47.18	44.59	39.52	47.85	58.01	60.37	45.92	38.75	36.09	34.89	32.15	56.57	67.57	70.08	22.26	14.73	12.46	11.51	9.52	38.06	62.45	69.57	-2.36	1.22	1.37	1.81	2.15	46.78	72.01	79.29	0.58	0.33	0.28	0.26	0.25	0.23	0.4	0.48	0.5	-0.03	0.02	0.03	0.04	0.05	0.49	0.55	0.57	1.85	2.63	3	3.18	3.66	1.05	0.49	0.39	0.85	0.91	0.92	0.93	0.94	0.72	0.51	0.44	-0.11	0.08	0.11	0.16	0.23	1.23	1.15	1.14	-0.16	0.11	0.14	0.2	0.28	1.04	0.99	0.98	1.35	2.18	2.52	2.72	3.2
P4B2.0C.9M	P14	initial	P4B2	0	9	11	427	65.44	50.04	127.15	77.11	122.34	97.22	85.82	79.84	72.92	67.88	92.3	101.98	105.82	101.06	87.15	81.04	72.61	68.15	45.54	47.43	47.42	44.63	42.07	40.58	38.71	37.24	43.56	45.61	46.36	52.59	43.76	39.27	34.21	30.64	48.73	56.38	59.46	-3.84	-1.33	-1.2	0.32	-0.26	46.76	54.56	58.4	0.61	0.54	0.51	0.49	0.47	0.45	0.53	0.55	0.56	-0.04	-0.02	-0.02	0	0	0.51	0.53	0.55	0.31	0.48	0.59	0.74	0.87	0.38	0.25	0.2	0.36	0.49	0.55	0.61	0.66	0.42	0.31	0.26	-0.07	-0.03	-0.03	0.01	-0.01	0.96	0.97	0.98	-0.17	-0.06	-0.06	0.02	-0.02	1	1.01	1	0.21	0.4	0.51	0.69	0.8
P4B2.0C.9M	P14	week3	P4B2	0	9	11	471	72.18	42.35	112.99	70.63	104.25	52.37	42.79	39.87	35.13	30.41	66.06	82.31	85.52	53.13	41.35	37.92	33.04	28.18	30.4	35.56	35.07	29.54	26.23	25.1	23.13	20.99	33.45	37.16	37.8	22.83	16.56	14.77	11.99	9.42	32.61	45.14	47.71	-0.75	1.44	1.96	2.08	2.22	35.66	46.74	50.44	0.63	0.44	0.39	0.37	0.34	0.31	0.49	0.55	0.56	-0.01	0.03	0.05	0.06	0.07	0.54	0.57	0.59	1.16	1.64	1.83	2.22	2.72	0.71	0.37	0.32	0.73	0.81	0.83	0.87	0.9	0.59	0.4	0.37	-0.03	0.09	0.13	0.17	0.24	1.09	1.04	1.06	-0.06	0.14	0.2	0.25	0.32	0.99	0.99	0.98	0.96	1.52	1.75	2.16	2.7
P4B2.0C.ControlM	P15	initial	P4B2	0	Control	11	835	127.97	63.08	182.39	119.3	175.53	128.48	109.95	99.74	85.19	75.77	131.14	149.19	151.82	133.56	110.75	100.42	85.33	75.98	66.53	68.26	66.09	55.09	51.38	49.03	45.23	42.43	55.57	58.57	58.98	73.39	58.57	50.71	39.96	33.34	75.57	90.61	92.84	-5.08	-0.8	-0.68	-0.14	-0.21	64.61	80.92	85.73	0.65	0.57	0.53	0.51	0.47	0.44	0.58	0.61	0.61	-0.04	-0.01	-0.01	0	0	0.49	0.54	0.56	0.42	0.66	0.83	1.14	1.41	0.39	0.22	0.2	0.42	0.55	0.62	0.71	0.76	0.4	0.27	0.25	-0.07	-0.01	-0.01	0	-0.01	0.85	0.89	0.92	-0.17	-0.03	-0.03	-0.01	-0.01	1.02	1.04	1.03	0.31	0.58	0.75	1.06	1.31
P4B2.0C.ControlM	P15	week3	P4B2	0	Control	11	1021	156.48	68.92	158.82	89.9	148.75	60.99	45.71	41.36	36.97	33.94	89.75	110.1	110.09	63.72	45.39	39.47	34.82	31.65	45.63	50.62	50.03	40.64	33.23	30.88	28.36	26.54	51.67	57.82	57.82	20.35	12.47	10.49	8.61	7.4	38.09	52.28	52.28	-2.73	0.31	1.89	2.15	2.29	44.13	59.47	60.06	0.57	0.33	0.27	0.25	0.23	0.22	0.42	0.47	0.47	-0.04	0.01	0.05	0.06	0.07	0.49	0.54	0.55	1.6	2.47	2.84	3.3	3.68	0.77	0.44	0.44	0.83	0.9	0.92	0.93	0.94	0.64	0.48	0.48	-0.13	0.03	0.18	0.25	0.31	1.16	1.14	1.15	-0.21	0.03	0.23	0.31	0.37	1.02	1	0.99	1.33	2.28	2.77	3.27	3.7
P4B2.9C.0M	P16	initial	P4B2	9	0	11	453	69.43	62.89	144.67	81.78	141.86	100.92	84.98	79.71	73.67	69.71	110.98	119.28	100.03	105.04	86.22	79.34	72.43	68.52	57.02	58.52	44.58	52.92	48.18	46.44	44.32	42.86	55.56	57.56	52.67	48.01	36.8	33.27	29.35	26.85	55.43	61.72	47.36	-4.12	-1.24	0.37	1.24	1.19	53.96	60.77	55.44	0.57	0.48	0.43	0.42	0.4	0.39	0.5	0.52	0.47	-0.04	-0.01	0	0.02	0.02	0.49	0.51	0.55	0.43	0.7	0.82	0.96	1.08	0.3	0.21	0.45	0.48	0.62	0.66	0.71	0.74	0.38	0.29	0.49	-0.09	-0.03	0.01	0.04	0.04	0.97	0.98	1.17	-0.17	-0.06	0.02	0.07	0.07	1	1	0.99	0.35	0.65	0.79	0.96	1.07
P4B2.9C.0M	P16	week3	P4B2	9	0	11	723	110.8	46.82	130.39	83.57	125.14	79.15	63.88	58.7	53.73	48.52	82.49	106.81	111.33	82.03	64.17	58.08	52.04	46.53	42.66	48.37	48.45	37.99	34.08	32.55	30.96	29.15	38.74	43.38	44.11	41.16	29.8	26.15	22.77	19.36	43.74	63.43	67.22	-2.89	-0.29	0.62	1.69	1.99	39.82	58.44	62.88	0.64	0.52	0.47	0.45	0.42	0.4	0.53	0.59	0.6	-0.04	0	0.01	0.03	0.04	0.48	0.55	0.56	0.65	1.04	1.22	1.43	1.69	0.58	0.22	0.17	0.55	0.69	0.73	0.77	0.81	0.52	0.27	0.22	-0.07	-0.01	0.02	0.07	0.1	0.91	0.92	0.94	-0.15	-0.02	0.04	0.12	0.16	1	1.03	1.03	0.53	0.95	1.15	1.4	1.69
P4B2.9C.9M	P17	initial	P4B2	9	9	11	620	95.02	39.04	80.03	40.99	82.8	51.37	44.06	40.83	38.93	38.33	62.84	68.04	69.6	53.48	44.6	40.97	38	37.4	35.66	37.05	36.44	30.69	27.92	26.59	25.77	25.5	34.44	35.95	36.38	20.69	16.14	14.24	13.17	12.83	28.4	32.1	33.22	-2.11	-0.55	-0.14	0.94	0.93	27.18	30.99	33.16	0.51	0.4	0.37	0.35	0.34	0.33	0.45	0.47	0.48	-0.04	-0.01	0	0.02	0.02	0.43	0.46	0.48	0.56	0.82	0.96	1.06	1.09	0.27	0.18	0.15	0.58	0.69	0.73	0.76	0.76	0.38	0.27	0.24	-0.1	-0.03	-0.01	0.07	0.07	0.96	0.97	1	-0.18	-0.05	-0.01	0.11	0.11	0.99	1	1	0.55	0.86	1.02	1.18	1.21
P4B2.9C.9M	P17	week3	P4B2	9	9	11	953	146.05	38.8	103.08	64.28	95.33	53.69	43.94	39.68	34.71	31.7	52.7	71.79	77.94	54.85	43.01	37.78	33.07	30.16	29.5	35.05	35.9	28.82	25.76	24.23	22.28	21	28.54	33.33	34.6	24.87	18.19	15.45	12.43	10.7	24.17	38.46	43.34	-1.16	0.93	1.9	1.64	1.54	23.21	36.74	42.04	0.62	0.46	0.41	0.39	0.36	0.34	0.46	0.54	0.56	-0.02	0.02	0.05	0.05	0.05	0.44	0.51	0.54	0.92	1.35	1.6	1.97	2.25	0.96	0.44	0.32	0.67	0.76	0.8	0.85	0.87	0.68	0.45	0.37	-0.05	0.05	0.12	0.13	0.14	0.96	0.96	0.97	-0.09	0.09	0.19	0.2	0.21	0.99	1	1.01	0.74	1.22	1.52	1.88	2.16
P4B2.9C.ControlM	P18	initial	P4B2	9	Control	11	703	107.74	49.39	108.92	59.53	106.73	58.72	46.37	41.76	37.84	35.31	73.93	84.34	84.4	60.13	46.09	40.71	37.21	34.66	41.42	43.43	41.81	35.59	30.64	28.56	26.67	25.39	40.67	43.63	43.64	23.12	15.72	13.2	11.17	9.92	33.26	40.71	40.75	-1.42	0.27	1.04	0.63	0.65	32.51	40.91	42.59	0.55	0.39	0.34	0.32	0.3	0.28	0.45	0.48	0.48	-0.02	0.01	0.03	0.02	0.02	0.44	0.49	0.5	0.86	1.35	1.61	1.88	2.08	0.47	0.29	0.29	0.68	0.8	0.84	0.86	0.88	0.51	0.38	0.38	-0.06	0.02	0.08	0.06	0.07	0.98	1	1.05	-0.1	0.03	0.11	0.08	0.09	1	1	1	0.77	1.32	1.62	1.87	2.08
P4B2.9C.ControlM	P18	week3	P4B2	9	Control	11	713	109.27	54.53	134.17	79.65	119.23	61.21	47.11	41.41	36.17	33.38	58.17	78.68	83.6	63.02	47.06	41.16	34.28	31.51	34.49	43.33	43.65	36.74	31.14	28.54	25.95	24.49	35.61	42.38	43.77	24.48	15.97	12.87	10.22	8.9	22.55	36.3	39.83	-1.8	0.05	0.25	1.9	1.88	23.68	35.35	39.96	0.59	0.4	0.34	0.31	0.28	0.27	0.39	0.46	0.48	-0.03	0	0.01	0.05	0.06	0.41	0.45	0.48	1.19	1.85	2.24	2.71	3.02	1.31	0.71	0.6	0.75	0.85	0.88	0.91	0.92	0.77	0.6	0.56	-0.07	0	0.02	0.19	0.21	1.05	0.97	1	-0.13	0	0.03	0.25	0.27	1.02	1	1	0.89	1.53	1.9	2.48	2.78
P4B4.0C.0M	P13	initial	P4B4	0	0	12	458	70.19	75.14	161.23	86.09	147.82	82.99	69.24	64.89	61.65	59.73	91.15	92.88	97.89	87.26	71.77	70.07	65.65	59.09	57.79	56.15	58	52.2	46.41	44.41	42.87	41.93	55.32	55.95	57.73	30.78	22.83	20.48	18.78	17.8	35.83	36.93	40.16	-4.28	-2.53	-5.18	-4	0.64	33.36	36.73	39.9	0.53	0.37	0.33	0.32	0.3	0.3	0.39	0.4	0.41	-0.05	-0.04	-0.08	-0.06	0.01	0.37	0.4	0.41	0.94	1.33	1.48	1.62	1.7	0.77	0.74	0.65	0.72	0.8	0.82	0.84	0.85	0.66	0.65	0.61	-0.14	-0.11	-0.25	-0.21	0.04	0.93	0.99	0.99	-0.23	-0.17	-0.4	-0.33	0.05	0.97	1	1	0.69	1.06	1.11	1.25	1.5
P4B4.0C.0M	P13	week3	P4B4	0	0	12	230	35.25	97.67	223.93	126.27	183.15	80.87	60.13	55.35	52.5	48.75	105.34	141.56	151.88	84.47	58.48	53.43	50.38	46.15	54.09	64.9	67.51	55.13	44.63	41.95	40.29	38.04	65.5	77.9	80.92	25.74	15.49	13.41	12.21	10.71	39.84	63.66	70.96	-3.6	1.64	1.92	2.12	2.6	51.25	76.67	84.37	0.56	0.32	0.26	0.24	0.23	0.22	0.38	0.45	0.47	-0.04	0.03	0.03	0.04	0.05	0.49	0.54	0.56	1.77	2.72	3.05	3.27	3.59	1.13	0.58	0.47	0.85	0.91	0.93	0.93	0.94	0.75	0.56	0.5	-0.14	0.11	0.14	0.17	0.24	1.29	1.2	1.19	-0.21	0.14	0.18	0.22	0.29	1.06	1	0.99	1.17	2.13	2.43	2.64	2.97
P4B4.0C.9M	P14	initial	P4B4	0	9	12	225	34.48	55.83	139.48	83.65	130.53	73.93	65.56	62.53	58.85	55.92	92.62	96.03	98.16	72.81	64.78	61.63	56.66	53.63	48.55	48.35	47.39	41.21	38.47	37.41	36.06	34.93	46.43	47.27	47.78	32.72	27.09	25.13	22.79	20.98	46.19	48.76	50.38	1.12	0.78	0.9	2.19	2.28	44.07	47.68	50.77	0.6	0.44	0.41	0.4	0.39	0.38	0.5	0.51	0.51	0.02	0.01	0.01	0.04	0.04	0.48	0.5	0.52	0.89	1.13	1.23	1.37	1.49	0.51	0.45	0.42	0.67	0.73	0.75	0.78	0.8	0.5	0.47	0.45	0.03	0.03	0.04	0.1	0.11	0.95	0.98	1.01	0.06	0.05	0.06	0.15	0.17	1	1	1	0.79	1.01	1.12	1.3	1.43
P4B4.0C.9M	P14	week3	P4B4	0	9	12	202	30.96	57.53	149.38	91.85	134.08	68.49	53.92	51.53	48.46	43.12	90.81	112.14	115.87	66.51	49.44	46.07	43.04	38.35	39.41	43.96	44.13	39.55	34.21	33.23	31.93	29.52	46.08	51.01	51.77	28.95	19.71	18.3	16.53	13.6	44.72	61.13	64.11	1.98	4.48	5.46	5.42	4.77	51.4	68.18	71.74	0.61	0.42	0.37	0.36	0.34	0.32	0.49	0.55	0.55	0.03	0.08	0.11	0.11	0.11	0.57	0.61	0.62	1.18	1.77	1.9	2.08	2.46	0.65	0.33	0.29	0.74	0.83	0.84	0.86	0.89	0.57	0.38	0.34	0.07	0.23	0.3	0.33	0.35	1.15	1.12	1.12	0.12	0.33	0.41	0.44	0.46	0.98	0.96	0.95	1.02	1.71	1.91	2.12	2.5
P4B4.0C.ControlM	P15	initial	P4B4	0	Control	12	386	59.16	68.97	174.07	105.1	159.42	81.47	69.44	64.72	59.24	55.43	100.29	106.67	107.62	81.72	68	62.4	58.13	53.98	57.84	57.59	56.44	47.55	43.19	41.31	39.01	37.32	53.4	55.16	55.41	33.92	26.26	23.41	20.23	18.11	46.89	51.51	52.21	-0.25	1.45	2.33	1.11	1.45	42.45	49.09	51.18	0.6	0.42	0.38	0.36	0.34	0.33	0.47	0.48	0.49	0	0.02	0.04	0.02	0.03	0.42	0.46	0.48	1.14	1.51	1.69	1.94	2.14	0.74	0.63	0.62	0.73	0.8	0.82	0.85	0.87	0.61	0.57	0.56	-0.01	0.06	0.1	0.05	0.08	0.91	0.95	0.98	-0.01	0.09	0.15	0.08	0.12	0.98	0.99	1	0.95	1.34	1.55	1.74	1.95
P4B4.0C.ControlM	P15	week3	P4B4	0	Control	12	433	66.36	105.22	212.89	107.67	202.71	94.53	72.91	67.83	64.88	57.36	125.27	154.8	162.08	98.37	72.6	65.84	62.87	56.05	60.91	69	71.43	65	53.99	51.16	49.46	44.96	78.19	88.76	91.1	29.53	18.92	16.68	15.42	12.39	47.08	66.04	70.97	-3.84	0.31	1.99	2.01	1.3	64.36	85.8	90.65	0.51	0.31	0.26	0.25	0.24	0.22	0.38	0.43	0.44	-0.04	0	0.03	0.03	0.02	0.51	0.55	0.56	1.25	1.92	2.14	2.28	2.71	0.7	0.38	0.31	0.8	0.88	0.9	0.91	0.93	0.65	0.47	0.42	-0.13	0.02	0.12	0.13	0.11	1.37	1.3	1.28	-0.2	0.02	0.15	0.17	0.13	1.06	1.01	1	1.06	1.79	2.08	2.22	2.62
P4B4.9C.0M	P16	initial	P4B4	9	0	12	607	93.03	47.34	135.53	88.19	129.03	93.43	80.03	75.73	71.52	66.25	100.25	111.92	112	95.54	78.38	73.54	69.43	63.53	44.42	46.25	43.75	40.9	38.11	37.1	36.06	34.67	42.16	44.09	44.1	52.53	41.92	38.62	35.45	31.58	58.1	67.83	67.9	-2.11	1.65	2.18	2.08	2.73	55.83	65.67	68.26	0.65	0.56	0.52	0.51	0.5	0.48	0.58	0.61	0.61	-0.02	0.02	0.03	0.03	0.04	0.56	0.59	0.61	0.45	0.69	0.79	0.9	1.05	0.35	0.21	0.21	0.44	0.57	0.61	0.64	0.69	0.38	0.26	0.26	-0.04	0.04	0.06	0.06	0.09	0.96	0.97	1.01	-0.09	0.08	0.11	0.11	0.16	1.01	1.02	1	0.35	0.65	0.75	0.86	1.03
P4B4.9C.0M	P16	week3	P4B4	9	0	12	709	108.66	43.52	127.7	84.18	113.1	74.74	57.82	51.8	45.93	41.76	69.94	96.34	102.69	74.32	55.1	48.77	42.93	38.44	35.53	41.22	42.37	35.05	30.82	29.02	27.09	25.58	33.96	39.17	40.18	39.69	27	22.77	18.85	16.18	35.98	57.17	62.51	0.42	2.72	3.03	3	3.32	34.42	55.12	60.32	0.66	0.53	0.47	0.44	0.41	0.39	0.51	0.59	0.61	0.01	0.05	0.06	0.07	0.08	0.49	0.57	0.59	0.71	1.21	1.47	1.78	2.06	0.83	0.33	0.24	0.57	0.72	0.77	0.81	0.84	0.62	0.35	0.29	0.01	0.1	0.13	0.16	0.21	0.96	0.96	0.96	0.02	0.18	0.22	0.25	0.31	1	1.01	1.02	0.52	1.05	1.32	1.63	1.94
P4B4.9C.9M	P17	initial	P4B4	9	9	12	687	105.29	38.96	90.28	51.32	89.73	51.79	45.32	43.14	42.8	41.4	64.88	71.94	73.48	53.46	44.49	42.16	41.07	40.09	34.44	35.58	36.02	29.5	27.28	26.48	26.35	25.81	33.33	35.1	35.46	22.29	18.04	16.66	16.45	15.59	31.55	36.84	38.02	-1.67	0.82	0.97	1.73	1.31	30.44	36.36	37.46	0.57	0.43	0.4	0.39	0.38	0.38	0.49	0.51	0.52	-0.03	0.02	0.02	0.04	0.03	0.47	0.51	0.51	0.74	0.99	1.09	1.11	1.18	0.39	0.25	0.23	0.63	0.71	0.74	0.74	0.76	0.45	0.33	0.31	-0.07	0.05	0.06	0.1	0.08	0.96	0.99	0.99	-0.14	0.07	0.09	0.16	0.13	1	1	1	0.68	1.02	1.13	1.18	1.24
P4B4.9C.9M	P17	week3	P4B4	9	9	12	503	77.09	37.47	101.5	64.03	88.46	51.12	39.4	35.52	32.46	30.8	53.02	72.43	76.38	50.7	35.91	32.22	28.71	27.3	28.58	34.13	34.03	27.48	23.69	22.23	20.99	20.29	28.02	32.64	33.42	23.64	15.71	13.29	11.47	10.52	25.01	39.8	42.96	0.42	3.49	3.3	3.76	3.5	24.44	38.3	42.35	0.63	0.46	0.4	0.37	0.35	0.34	0.47	0.55	0.56	0.01	0.09	0.09	0.12	0.11	0.46	0.53	0.55	0.99	1.58	1.86	2.13	2.3	0.91	0.4	0.33	0.68	0.8	0.83	0.86	0.87	0.66	0.42	0.37	0.02	0.22	0.25	0.33	0.33	0.98	0.96	0.99	0.03	0.34	0.36	0.45	0.45	1	1.01	1	0.74	1.46	1.75	2.08	2.24
P4B4.9C.ControlM	P18	initial	P4B4	9	Control	12	509	78.01	34.64	76.69	42.06	69.15	29.02	23.88	22.44	21.79	20.93	38.53	44.16	45.33	27.06	21.78	20.17	18.78	18.6	21.89	24.75	24.81	19.88	17.33	16.56	16.2	15.72	23.93	25.99	26.39	9.13	6.55	5.88	5.59	5.21	14.6	18.17	18.94	1.95	2.1	2.27	3.01	2.32	16.64	19.41	20.51	0.55	0.31	0.27	0.26	0.26	0.25	0.38	0.41	0.42	0.07	0.09	0.1	0.14	0.11	0.43	0.44	0.45	1.64	2.21	2.42	2.52	2.66	0.99	0.74	0.69	0.84	0.89	0.9	0.91	0.91	0.72	0.64	0.62	0.21	0.32	0.39	0.54	0.45	1.14	1.07	1.08	0.29	0.4	0.47	0.62	0.53	1.04	1.02	1.02	1.56	2.18	2.43	2.68	2.72
P4B4.9C.ControlM	P18	week3	P4B4	9	Control	12	326	49.96	42.57	96.34	53.77	81.64	39.09	28.18	25.62	22.5	20.1	35.58	49.96	55.15	38.06	26.4	22.55	18.55	17.08	19.86	26.35	27.77	25.85	20.58	19.18	17.38	15.91	24.26	30.19	32.01	13.25	7.6	6.44	5.13	4.19	11.32	19.77	23.14	1.04	1.78	3.07	3.95	3.02	15.72	23.61	27.38	0.56	0.34	0.27	0.25	0.23	0.21	0.32	0.4	0.42	0.03	0.06	0.12	0.18	0.15	0.44	0.47	0.5	1.46	2.42	2.76	3.28	3.79	1.71	0.93	0.75	0.81	0.9	0.92	0.94	0.95	0.84	0.7	0.64	0.08	0.23	0.48	0.77	0.72	1.39	1.19	1.18	0.12	0.3	0.56	0.82	0.77	1.14	1.04	1.03	1.15	2.09	2.62	3.4	3.78
P4B5.0C.0M	P13	initial	P4B5	0	0	9	314	48.12	62.28	192.87	130.6	192.04	149.97	117.6	107.05	96.09	90.52	157.95	163.27	171.88	155.18	121.16	112.27	100.7	88.79	77.96	76.44	75.51	57.01	51.61	49.47	46.99	45.62	58.13	58.83	59.92	92.96	65.99	57.58	49.1	44.9	99.82	104.44	111.96	-5.2	-3.56	-5.22	-4.61	1.74	79.99	86.83	96.36	0.68	0.62	0.56	0.54	0.51	0.5	0.63	0.64	0.65	-0.03	-0.03	-0.05	-0.05	0.02	0.51	0.53	0.56	0.29	0.64	0.8	1.01	1.13	0.22	0.18	0.12	0.32	0.53	0.6	0.66	0.7	0.26	0.22	0.16	-0.06	-0.05	-0.09	-0.09	0.04	0.8	0.83	0.86	-0.15	-0.13	-0.21	-0.2	0.08	1.07	1.08	1.08	0.24	0.58	0.71	0.91	1.16
P4B5.0C.0M	P13	week3	P4B5	0	0	9	215	32.95	88.97	264.04	175.07	231.94	109.68	84.11	80.16	83.53	71.58	147.39	197.79	214.93	111.99	79.33	74.95	75.94	66.28	66.53	76.4	78.73	60.35	51.7	50.18	51.48	46.68	70.24	79.95	82.61	49.33	32.41	29.97	32.04	24.9	77.15	117.84	132.32	-2.31	4.78	5.2	7.58	5.3	80.86	121.38	136.2	0.66	0.45	0.39	0.37	0.38	0.35	0.52	0.6	0.62	-0.02	0.06	0.06	0.09	0.07	0.55	0.61	0.63	1.41	2.14	2.29	2.16	2.69	0.79	0.33	0.23	0.76	0.85	0.86	0.85	0.89	0.6	0.36	0.27	-0.05	0.15	0.17	0.24	0.21	1.05	1.03	1.03	-0.09	0.23	0.26	0.35	0.3	0.99	0.98	0.98	1.07	1.92	2.09	2.05	2.5
P4B5.0C.9M	P14	initial	P4B5	0	9	9	592	90.73	79.45	235.31	155.87	229.59	156.19	133.75	125.2	115.92	109.94	205.18	211.85	213.17	159.47	133.15	123.56	114.12	107.55	91.76	87.97	84.28	67.84	63.24	61.26	58.95	57.36	75.69	76.58	76.76	88.34	70.51	63.94	56.97	52.58	129.48	135.26	136.41	-3.28	0.59	1.63	1.8	2.39	113.41	123.88	128.89	0.66	0.57	0.53	0.51	0.49	0.48	0.63	0.64	0.64	-0.02	0	0.01	0.02	0.02	0.55	0.58	0.6	0.51	0.76	0.88	1.03	1.14	0.15	0.11	0.1	0.47	0.59	0.63	0.68	0.7	0.19	0.15	0.14	-0.04	0.01	0.03	0.03	0.05	0.88	0.92	0.94	-0.09	0.02	0.05	0.06	0.09	1.06	1.05	1.04	0.44	0.72	0.86	1.01	1.13
P4B5.0C.9M	P14	week3	P4B5	0	9	9	824	126.28	65.74	200.37	134.63	176.58	92.14	74.46	70.54	67.69	59.86	128.01	161.22	171.16	89.66	69.63	65.31	62.79	55.46	52.18	58.17	58.52	47.45	42.28	40.99	40.01	37.14	55.45	60.89	62.25	44.69	32.18	29.56	27.68	22.72	72.55	100.33	108.91	2.48	4.83	5.23	4.91	4.4	75.83	103.05	112.65	0.67	0.49	0.43	0.42	0.41	0.38	0.57	0.62	0.64	0.03	0.06	0.07	0.07	0.07	0.59	0.64	0.66	1.17	1.69	1.84	1.96	2.35	0.57	0.24	0.17	0.71	0.8	0.81	0.83	0.86	0.5	0.28	0.21	0.06	0.15	0.18	0.18	0.19	1.05	1.03	1.03	0.1	0.25	0.28	0.28	0.29	0.98	0.98	0.97	0.97	1.54	1.7	1.81	2.18
P4B5.0C.ControlM	P15	initial	P4B5	0	Control	9	633	97.01	109.52	268.47	158.95	250.33	148.77	126.19	118.18	109.9	103.59	192.72	200.2	203	154.86	126.71	118.48	108.91	104.85	98.76	97.51	95.1	82.45	75.01	72.11	68.94	66.4	94.38	96.14	96.79	66.31	51.17	46.07	40.96	37.19	98.34	104.06	106.22	-6.09	-0.52	-0.31	1	-1.26	93.96	102.69	107.9	0.59	0.45	0.41	0.39	0.37	0.36	0.51	0.52	0.52	-0.04	0	0	0.01	-0.01	0.49	0.51	0.53	0.8	1.13	1.27	1.44	1.59	0.39	0.34	0.32	0.64	0.74	0.77	0.79	0.82	0.44	0.4	0.38	-0.09	-0.01	-0.01	0.02	-0.03	0.96	0.99	1.02	-0.17	-0.02	-0.01	0.04	-0.05	1	1	1	0.62	0.98	1.11	1.3	1.39
P4B5.0C.ControlM	P15	week3	P4B5	0	Control	9	619	94.87	88.1	248.45	160.35	220.79	97.1	70.16	65.11	61.7	57.53	154.79	183	188.08	97.81	66.49	60.52	56.14	52.86	64.76	69.22	70.07	56.74	46.34	44.09	42.49	40.48	72.54	78.19	79.1	40.36	23.81	21.03	19.2	17.06	82.25	104.81	108.98	-0.71	3.66	4.59	5.56	4.67	90.03	113.78	118.01	0.65	0.42	0.34	0.32	0.31	0.3	0.53	0.57	0.58	-0.01	0.05	0.07	0.09	0.08	0.58	0.62	0.63	1.56	2.54	2.82	3.03	3.32	0.61	0.36	0.32	0.79	0.88	0.9	0.91	0.92	0.53	0.38	0.36	-0.02	0.15	0.22	0.29	0.27	1.09	1.09	1.08	-0.03	0.22	0.3	0.38	0.36	0.98	0.96	0.96	1.26	2.32	2.65	2.93	3.18
